iter	MultiClass
134	0.6938093225
135	0.6916626521
136	0.6896934411
137	0.6882665346
138	0.6860856521
139	0.6841600179
140	0.6816872579
141	0.6793527687
142	0.6775877423
143	0.6757369074
144144	0.6824515145145	0.68055900146146	0.67828363147147	0.67631168148148	0.67419416149149	0.67214946150150	0.67022244151151	0.66830450152152	0.66708268153153	0.66562209154	0.6542685775
155155	0.66274880156156	0.66047733157157	0.65842535158158	0.65653500159	0.6450439398
160	0.6434611335
161	0.6417206326
162	0.6396346773
163	0.6377137213
164	0.6358699485
165	0.6342986418
166	0.632702584
167	0.6307567121
168	0.6288111399
169	0.6268988169
170170	0.63540949171171	0.6333830172	172	0.6322359173	173	0.6306055174	174	0.6285032175	175	0.6271367176	176	0.6256011177	177	0.6242905178	178	0.6225122179	179	0.6207175180	180	0.619003181	0181	0.617354182	0182	0.615789183	0183	0.614250184	0184	0.612744185	0185	0.610973186	0186	0.609350187	187	0.6078833188	188	0.6060809189189	0.60470017190190	0.60306075191191	0.6015394619192	0.59953227719193	0.598046959194	0.5877640852
195	0.5864029632
196	0.5849334446
19197	0.593006118198	0.5826776882
199	0.5813005195
200	0.5798483672
201	0.5788040334
202	0.5775346322
20203	0.58373123204204	0.58225376205205	0.580626206	0.5717316627
207	0.5705074154
208	0.5691898578
209	0.5675212756
210	0.5662264675
211	0.5650709005
212	0.5640568528
213	0.5628797323
214	0.5617888116
215	0.5608929579
216	0.5597821057
217	0.5584122392
218	0.556905294
219	0.5556415207
220	0.5543339461
221	0.5531831606
222	222	0.559221223	0223	0.558081224	0.5492677571
225	0.5480722928
226	0.5468402127
227	0.5454392215
228	0228	0.551632229	0229	0.550788230	0230	0.549456231	0231	0.548430232	0232	0.547230233	0233	0.546023234	0234	0.544574235	0235	0.543252236	0236	0.542092237	237	0.5412331238	238	0.5401285239	239	0.5388886240	240	0.5376052241	241	0.5366188242	242	0.5356946243	243	0.5345564244	244	0.5331641245	245	0.5322234246	246	0.5309229247	0.5230983171
248	0.5220076749
249	249	0.528088250	0250	0.526775251	0.5189844323
252	0.5179434902
253	0.5169916626
254	0.5158631616
255	0.5148703561
256	0.5139339935
257	0.5129369789
258	0.5120590567
259	0.5110633502
260	0.5100417291
261	0.5090855713
262	0.5080170466
263	0.5072593971
264	0.5061733745
265	0.5051690265
266	0.5043205202
267	0.5031385093
26268	0.50725949026269	0.5060713332270	0.50504710492271	0.50394674112272	0.50300359892273	0.50225799412274	0.50132302942275	0.50019618682276	0.49925093652277	0.49822393652278	0.49692470627279	0.4962535922280	0.49505759942281	0.4940874627
282	0.493108841
283	0.4921120636
284	0.4913065092
285	0.4902178439
286	0.4892583059
287	0.4886780788
288	0.4878483831
289	0.48672576462290	0.48615338422291	0.48531408152292	0.4844923142293	0.48351352842294	0.48260998742295	0.481803682
296	0.48072044612297	0.47984905129298	0.47908095629299	0.47859053430300	0.47759933730301	0.47692114730302	0.47626944530303	0.47546289630304	0.4747821383305	0.47419650083306	0.47363388713307	0.47291398943308	0.472082906
309	0.47122348683310	0.470256409
311	0.4693856073
312	0.4685549957
313	0.4680222004
314	0.4607918491
315	0.4598003914
316	0.4589473093
317	0.45818583
318	0.4574726097
319	0.4569353002
320	0.4565612402
321	0.4558147716
322	0.4551651011
323	0.4544505776
324	0.4534752046
325	0.4527109756
326	0.4520789762
327	0.4512589847
328	0.4506112144
329	0.4498431957
330	0.4489353462
331	0.4482438981
332	0.4476694252
333	0.4471546134
334	0.4466245016
335	0.4460917487
336	0.4453226581
337	0.4445640251
338	0.4484448994
339	0.4430934819
340	0.4421603616
341	0.4459032424
342	0.4408708793
343	0.4404652053
344	0.439823489
345	0.4393758258
346	0.4386846844
347	0.4421261437
348	0.437402958
3349	0.44052623213350	0.43999741963351	0.43927038753352	0.43868804463353	0.43789718543354	0.4371756034
355	0.436410734
356	0.4360669605
357	0.4354999383
358	0.4347884884
359	0.4344117656
360	0.4337990819
361	0.43294011683362	0.43235230343363	0.43171376093364	0.43105703443365	0.43066062523366	0.43012996036367	0.42968599368368	0.42907604369369	0.42834377370370	0.42763290371371	0.42697420372372	0.42656543373373	0.4257848374	374	0.4250029375	375	0.424227716
376	0.4237163886
377	0.4232398883
378	0.4227856116
379	0.4222686582
380	0.4217453621
381	0.420920146
382	0.4202895292
383	0.4195990701
384	0.4188738184
385	0.4179962862
386	0.4176880159
387	0.4170913716
388	0.4166940623
389	0.4162470018
390	0.4158749361
391	0.4155845501
392	0.4148224014
393	0.4143259279
394	0.4135779299
395	0.4132731148
396	0.4127256371
397	0.41199855
398	0.4113034542
399	0.4106946674
400	0.4098448601
401	0.409471981
402	0.4089373475
403	0.4084058451
404	0.4078346634
405	0.4073281496
406	0.4069340572
407	0.4066403088
408	0.4060775912
409	0.4055534541
410	0.4047301655
411	0.404382328
412	0.4041880588
413	0.4040008139
414	0.403405784
415	0.4029264897
416	0.4024424401
417	0.4019781713
418	0.4012798453
419	0.4004154808
420	0.3996365298
421	0.3989225399
422	0.3982216525
423	0.3974972435
424	0.3968661787
425	0.3962664016
426	0.3957876558
427	0.3951911962
428	0.3944532461
429	0.3942458437
430	0.3936874593
431	0.3931832696
432	0.3927760687
433	0.392203076
434	0.3917172043
435	0.391417473
436	0.3909707444
437	0.3907716238
438	0.390440566
439	0.3896764457
440	0.3892055645
441	0.3887249491
442	0.3881665247
443	0.3876160774
444	0.3871786289
445	0.3868820662
446	0.3864908977
447	0.3860788308
448	0.3856119575
449	0.3850113723
450	0.3845032757
451	0.3840110248
452	0.3834907112
453	0.3828363548
454	0.3823695184
455	0.381967828
456	0.3815569043
457	0.3811666456
458	0.3807547429
459	0.3802751165
460	0.3799183288
461	0.3794586623
462	0.3789012879
463	0.3784334463
464	0.3777159043
465	0.3773519411
466	0.3769939216
467	0.3765459171
468	0.3761773553
469	0.3756321596
470	0.3750982356
471	0.3748810072
472	0.3745396194
473	0.3739869445
474	0.3733875016
475	0.3729216811
476	0.3726560504
477	0.3723664497
478	0.3719920646
479	0.3714736119
480	0.3710057901
481	0.3703857595
482	0.3699950873
483	0.3695977659
484	0.3692438864
485	0.3689317653
486	0.3684693435
487	0.3678193927
488	0.3674971176
489	0.3672788024
490	0.3669243504
491	0.3663626636
492	0.3660872809
493	0.3656166903
494	0.3649101488
495	0.3644051359
496	0.36393855034497	0.3633187566
498	0.36286795
499	0.3625003111
500	0.3619799826
501	0.361590742
502	0.3613498189
503	0.360969928
504	0.3608009825
505	0.3603152257
506	0.3600689215
507	0.3596001752
508	0.3594733544
509	0.3592630442
510	0.3589352179
511	0.3585687719
512	0.3581229439
513	0.35764081
514	0.3569662754
515	0.3565293638
516	0.3560414337
517	0.35590025
518	0.3553750643
519	0.3549283559
520	0.3542461127
521	0.3538486742
522	0.3532755588
523	0.3528981277
524	0.35227288
525	0.3521487723
526	0.3518439251
527	0.3516505467
528	0.3510421023
529	0.3507031554
530	0.3505074746
531	0.3502469048
532	0.349995799
533	0.3492714028
534	0.3491636389
535	0.3490176485
536	0.3489571873
537	0.3485263178
538	0.348416394
539	0.3480606301
540	0.3479500746
541	0.3477265424
542	0.3473383259
543	0.3467045391
544	0.3465121617
545	0.3460890433
546	0.3458727559
547	0.345655638
548	0.345276296
549	0.345091319
550	0.3447736974
551	0.3445246712
552	0.3444121935
553	0.343902499
554	0.3436421444
555	0.3432035172
556	0.342867209
557	0.3424033859
558	0.3423273956
559	0.3420714707
560	0.3419554871
561	0.3416751437
562	0.3413731134
563	0.3409553128
564	0.3407383875
565	0.34024003565566	0.33985718566567	0.3396707801
568	0.3395095249
569	0.3390763094
570	0.3388677335
571	0.3385647073
572	0.3383858646
573	0.3383243261
574	0.3380737528
575	0.337849594
576	0.3377846537
577	0.337542797
578	0.3371688185
579	0.3366199349
580	0.3362051608
581	0.3359352816
582	0.3357322374
583	0.3354787049
584	0.3353281549
585	0.3347825852
586	0.3344983066
587	0.3344383057
588	0.3343503592
589	0.3341455619
590	0.3339986388
591	0.3336152045
592	0.3335109546
593	0.3330269041
594	0.3326410922
595	0.33247454459596	0.33227944259597	0.33193516559598	0.33153696059599	0.3312454399
600	0.3310200204
601	0.33066762660602	0.33035779660603	0.33012548860604	0.3300307007
605	0.3298173329
606	0.3293854616
607	0.3291150485
608	0.3286859077
609	0.3285811569
610	0.3282247524
611	0.3279956258
612	0.3276951965
613	0.3276499995
614	0.3270054365
615	0.3268699728
616	0.326753264
617	0.3264620079
618	0.3260206605
619	0.3257847338
620	0.32534720962621	0.32466816262622	0.32458984622623	0.32440846623624	0.32394771624625	0.32374352625626	0.3236205616
627	0.323323479
628	0.3227832378
629	0.32273828162630	0.32231574063631	0.32215781631632	0.3219629632	633	0.32192633	0.634	0.32190634	0.635	0.32158635	0.636	0.32138636	0.637	0.32110637	0.323609546
638	0.3234082591
639	0.3229132404
640	0.322739971
641	0.3224836658
642	0.3223438597
643	0.3218283809
644	0.3217985196
645	0.3214139395
646	0.321010068
647	0.3206936189
648	0.3203417481
649	0.3200558505
650	0.3198600152
651	0.3197304362
652	0.3196716952
653	0.3194485873
654	0.3190084991
655	0.3187030581
656	0.3186601682
657	0.3184002579
658	0.3180376157
659	0.3179398982
660	0.3177478568
661	0.3174310992
662	0.317294417
663	0.3169986111
664	0.3167202276
665	0.3163285741
666	0.3162010449
667	0.3158045484
668	0.3154220246
669	0.3151726332
670	0.3149498895
671	0.3147657558
672	0.3147165113
673	0.3142950218
674	0.3142568908
675	0.3140621162
676	0.3140173122
677	0.3139836909
678	0.3137242332
679	0.3136613536
680	0.313510432
681	0.3131831922
682	0.312726035
683	0.3126675888
684	0.3123042895
685	0.3120741998
686	0.3120098602
687	0.3119574753
688	0.3119198621
689	0.311753355
690	0.3115877851
691	0.3111124709
692	0.3109022302
693	0.3107560702
694	0.3106683523
695	0.3104200778
696	0.3103750926
697	0.3102774616
698	0.310009835
699	0.3099637781
700	0.3097225356
701	0.3093209023
702	0.3088497975
703	0.3087872993
704	0.3087131134
705	0.3081328978
706	0.3078406567
707	0.3078018992
708	0.3077426164
709	0.3075710208
710	0.3075143057
711	0.3074147762
712	0.3069775347
713	0.306666322
714	0.3063646417
715	0.3061728185
716	0.3061154964
717	0.3059801076
718	0.3059464818
719	0.3056374341
720	0.3053633548
721	0.3053079425
722	0.3048567036
723	0.3047124011
724	0.3045155649
725	0.3041721881
726	0.3041024452
727	0.304035676
728	0.3036116634
729	0.3035037231
730	0.3034425443
731	0.3032054555
732	0.3027566637
733	0.3026552534
734	0.3025346362
735	0.3022084566
736	0.3017482281
737	0.3016592666
738	0.3014948697
739	0.3011768096
740	0.301135456
741	0.3008562553
742	0.3006698609
743	0.3003121861
744	0.3002106128
745	0.3001457136
746	0.2999749879
747	0.2998646169
748	0.2998360053
749	0.2995341489
750	0.2994626955
751	0.2993414429
752	0.2993018279
753	0.2992607541
754	0.2991192205
755	0.2989270222
756	0.2985732004
757	0.2985406235
758	0.2984737042
759	0.298098986
760	0.2978544139
761	0.2976124154
762	0.2975213038
763	0.2972671396
764	0.2971292939
765	0.2969928376
766	0.2969412287
767	0.2968887622
768	0.2968581932
769	0.2965794875
770	0.2965457442
771	0.296379213
772	0.2963086077
773	0.2960253532
774	0.2958091411
775	0.295716177
776	0.2956815616
777	0.2954855386
778	0.295185096
779	0.2949169819
780	0.2948515429
781	0.2948195469
782	0.2947887772
783	0.2947601993
784	0.2946786441
785	0.2946473731
786	0.2945245567
787	0.2944096143
788	0.2942796005
789	0.2942036801
790	0.2939608426
791	0.2938590671
792	0.2936883296
793	0.2935538298
794	0.2935066994
795	0.2934079993
796	0.2930707572
797	0.2929976563
798	0.2926498689
799	0.2926086756
800	0.2925572255
801	0.2924000748
802	0.2922705591
803	0.2919947206
804	0.2919409315
805	0.2916704612
806	0.2913330602
807	0.2913062015
808	0.2910332848
809	0.2910021469
810	0.2907524119
811	0.2904717249
812	0.2902847935
813	0.2902552777
814	0.2900083041
815	0.2899795913
816	0.2898056312
817	0.2895239403
818	0.2893653847
819	0.2892874687
820	0.28921302
821	0.2889450528
822	0.2888060914
823	0.2887177395
824	0.2886242771
825	0.2885178408
826	0.2881959969
827	0.2880738593
828	0.2880446292
829	0.2879962547
830	0.2877256468
831	0.2873794986
832	0.287302777
833	0.2872695519
834	0.2872280247
835	0.287062992
836	0.2868516468
837	0.2866276791
838	0.2865762812
839	0.2865088278
840	0.2864628918
841	0.2864310448
842	0.2861449671
843	0.2860865066
844	0.2859702517
845	0.285561564
846	0.2854501874
847	0.2851353678
848	0.2851038781
849	0.2850173355
850	0.2846766819
851	0.2845997171
852	0.284541917
853	0.2844586265
854	0.2841970235
855	0.2841091368
856	0.2840692251
857	0.2840096125
858	0.2838828869
859	0.2838457603
860	0.2834985672
861	0.2832325799
862	0.2831595482
863	0.2831233058
864	0.2830112896
865	0.2829663525
866	0.2828100762
867	0.2827837116
868	0.2827375912
869	0.2823872393
870	0.2821841987
871	0.2820372595
872	0.281832166
873	0.2817788377
874	0.2817069536
875	0.281675496
876	0.2816159796
877	0.2815712538
878	0.2810509001
879	0.2809626985
880	0.2808356973
881	0.2808035785
882	0.280599357
883	0.280568366
884	0.2805398829
885	0.2803279452
886	0.2799025439
887	0.2798646235
888	0.2797922882
889	0.2797444024
890	0.2796011257
891	0.2793988907
892	0.279362222
893	0.2792446342
894	0.2792134603
895	0.2791540555
896	0.2790338896
897	0.278968695
898	0.2789315494
899	0.2788985904
900	0.2788636819
901	0.2788307275
902	0.278444115
903	0.2783375382
904	0.2782372283
905	0.2778889164
906	0.2777652955
907	0.2775952408
908	0.2773313139
909	0.2772286311
910	0.2770812904
911	0.2768177341
912	0.2767756049
913	0.2767437644
914	0.276658594
915	0.2762960861
916	0.2761012421
917	0.2758007897
918	0.275735758
919	0.2756989103
920	0.2755399896
921	0.2755053561
922	0.2754316931
923	0.2751377356
924	0.2751007959
925	0.2750679067
926	0.2750297373
927	0.2748568701
928	0.2747392888
929	0.2747127356
930	0.2746778773
931	0.2745701217
932	0.2744336906
933	0.2742493068
934	0.2739324677
935	0.2737674584
936	0.2735063366
937	0.2734786097
938	0.273217818
939	0.272988233
940	0.2729576603
941	0.2729305594
942	0.2728995948
943	0.2726582321
944	0.2725086966
945	0.2724793785
946	0.2724418724
947	0.2723303225
948	0.2722122927
949	0.2720930244
950	0.2719967742
951	0.2719610901
952	0.2719255665
953	0.2718976871
954	0.2718680634
955	0.2717366418
956	0.2715627577
957	0.2712459715
958	0.270988058
959	0.2707585805
960	0.2706353049
961	0.2706000672
962	0.2704234793
963	0.2703945056
964	0.2701428632
965	0.2700561437
966	0.2699016931
967	0.2698731653
968	0.2696911754
969	0.2694709254
970	0.2693539202
971	0.2692230541
972	0.2691184726
973	0.2689794675
974	0.2688760733
975	0.2688504265
976	0.2686769079
977	0.2686431967
978	0.2682031967
979	0.2681720797
980	0.2681476642
981	0.2678019484
982	0.2676171605
983	0.2675603813
984	0.2675255226
985	0.2674861687
986	0.2674539908
987	0.2674225538
988	0.2673870442
989	0.2673456141
990	0.2671021513
991	0.2667222528
992	0.266520477
993	0.2663912678
994	0.266243048
995	0.2661838256
996	0.2659825623
997	0.2659190937
998	0.26588931
999	0.2657022196
40709
